"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"DoNotComeToTheCinemaDepressed","18 August 2023","The Blue and Utter Destruction of Superhero Movies Beetle.Not only is it Mediocre but because of the Standard of Superhero Films Today, This Film is Absolute Rubbish.Zack Snyder is Sorely needed Right Now, He WAS WAAAYYYYYY ahead of his Time.Sorry to Say but this Type of Superhero Movie is Played Out Now. 28 Years Ago, this Would Of Been Great.The MCU Already Cracked that Code In 2008 All the Way up to Endgame 2019. (Phase 3 Especially👌)But now, That's Over. It's Finished.We need Something Different, Something Deadly Serious, a Different Tone, Something Called the Snyder Verse.We needed His First entry (Man of Steel) and the Subsequent Vision of the Snyder Verse to come Out now In 2023. It really was Too Far Ahead of it's Time.Yes, we Have Matt Reeves' Bat Verse but that's just it, it's a Bat Verse, not a Whole DC Universe.What I Liked about Blue Beetle -1. The Blue and Purple Aesthetic 🔵 💜2. The Score was Such a Vibe! At Times.3. Some of the Fights were Ok at best and that's being kind, (Nowhere Near, Black Adams Stunning Energy Within the Slow Motion)4. The 3 Stoned out Guys Joke was Funny.The Problem with Blue Beetle1. 28 Years ago, this would of been amazing.Overall, I Loved The Blue 🔵 and Purple 💜 Aesthetic and Score.","
            8/10
            "
"chenp-54708","19 August 2023","It was okay.It's the typical superhero movie with some fun action moments and solid performances from the cast members. DC Comics has made some pretty good superhero movies in the past but also some pretty bad ones too. Blue Beetle was mainly okay. Throughout, there were some pretty good productions and the superhero/action moments were solid with some fun fight sequences and colorful effects. The direction was alright but there were a few moments that felt a little sloppy. The performances from the cast members were mostly good as Xolo Maridueña does a pretty good job performing his role as Jaime Reyes/Blue Beetle alongside Susan Sarandon, Adriana Barraza and George Lopez as well.For the story, it was fine. It didn't feel too special or as interesting as some of the other superhero stories. Throughout, the camerawork has some solid shot moments and while the humor was mostly meh, there were a few good humor moments. The characters were okay but they weren't fully investing to connect with. There are some dialogue moments that could improve and the uses of special effects and CGI were good. However, there are some not so great CGI aspects but it is definitely better than The Flash.If this movie had came out in the 1990s, I feel like it would have been an smashing hit. Overall, it's not the best DC Comics movie but it does have some good entertaining moments and it's an okay pop-corn piece of entertainment.","
            6/10
            "
"ppineault","18 November 2023","What a terrible film. I think it's a bit of a slap in the face that this film received a 6.1 rating. A weak plot, incredibly mundane script and George Lopez's role was an eye roller. (part of the reason I wanted to see the film is because his name was on the marquee; what a disappointment) and I'm not sure I will ever look at Susan Sarandon with the same regard ever again. (she must've been really hard up for a paycheque or something) I also gathered that it was meant to be 'Latino positive'; in my view, the insultingly bad writing made for the opposite result. The special effects are pretty good but that is the only redeeming quality about this movie.","
            2/10
            "
"Abraxan","23 August 2023","We just saw Blue Beetle. Dunno why more people haven't- it's a HOOT!!! Happy, loving Hispanic family has their first college graduate who, thru no fault of his own, becomes the Blue Beetle. I laughed out loud and clapped in LOTS of places, continuously every so often. The star is a handsome young man, and he and the rest of the cast suit their roles well. Susan Sarandon makes a dandy villain. Go see it! What a fun night! And there's an extra scene in the early part of the credits and one at the end, just like Marvel. Buy a big bag of popcorn and a large drink for this one, and be sure to stay even if they do bring up the house lights.","
            3/10
            "
"ernestobladins","19 August 2023","I didn't have much expectations from this movie, with DC the bar is so low for me lately. The movie follows the standard origin story that we have seen so mantener times before:A protagonist who is trying to live as best as he can his ordinary and mediocre life, is suddenly in contact with a ""special thing created by evil people"" that accidentally gives him superhero powers that he didn't ask for.He struggles to control those powers, causing him to be in uncomfortable situations that cause him to wanna give up his powers and go back to his ordinary life.But when the evil people begin threatening everyone he loves in order to get the powers he has, he is forced to do everything he can to save them, and make sure that those ""evil people"" never get those powers that could be used to destroy the world.As you can see, this is not exactly what one w wouldn't call original stuff. Can it get more generic than this plot after 15 years of superhero movies?The protagonists in this movie doesn't seem o have any agency or his own, he is pretty much nothing without his suit which does all the cool stuff for him, and also he is nothing without his family who saves him so many times.The antagonists and their motivation is also super generic and so dated at this point:""Oh wow, another movie where the entire world is at stake if the wrong hands get the magical stuff that gave him powers... Man I really wonder if this time the world is going to end"". ""Who knows maybe this time it will"".This is not a movie i would recommend watching in the theatre, simply because it is not really a fresh story. It doesn't really add anything new to the genre.The jokes and humour is something that i felt coming every single time because the set ups for the jokes are so obvious, as we have seen them in countless of other marvel movies before.I don't know man. It's the kind of movie that only a kid who has never seen any superhero movie before might enjoy. If you've only watch two or three superhero movies you might think it's great. But for those who have been watching superhero movies for a while this is just more of the same thing.It's like watching a NSFW video on the internet for the hundred time.","
            1/10
            "
"gherrera-74988","18 November 2023","I really hoped more from Warner Bros and DC, just watched 30 minutes of this movie and then had to stopped it because it's boring and for the Mexican maybe offensive, I guess, cause in this movie they are shown like ridiculous and dumb people, this story is the worst I ever watched for a super hero movie, watching situations when the normal reaction of a person in moment of trouble it's s not keep watching how his son is being hurt and ""possessed"" (like they said) for a beetle, has no sense. It's just a bad movie and not good for the people who are seeking a good made fantasy movie, thanks god I watched in my sofa and not spend more money and time for this waste of movie.Hope see in the future better movies from Warner and DC as they have accustomed with good plots and unforgettable scenes.","
            3/10
            "
"masonfisk","29 August 2023","The next to last DCEU (the Aquaman release is still to come) release currently in theaters. Following the origins of one Jaime Reyes, Xolo Mariduena, as he returns from Gotham City law school to find his family is happy to see him but their own current financial & spiritual straits are up in the air as his dad, Damian Alcazar, is recovering from a heart attack & the family manse is about to be sold from out from under them by the prevalent evil mega-corporation Kord Industries in Palmera City but meeting nice w/the niece, Bruna Marquezine, of its owner, Oscar winner Susan Sarandon, promises Mariduena a job after he came to her defense at their home (he & his sister, Belissa Escobedo, were working as part of the cleaning staff got canned) but when he shows up at Kord HQ he instead gets handed a burger box w/a scarab which he takes home. Showing it off to his family & getting too close to it, causes the object to merge violently into Mariduena's body forming a Guyver like figure which communicates w/him via an internal AI (voiced by singer Becky G) which takes the lead in his use of the suit, since they haven't been fully integrated w/each other. Pissed since she wants to incorporate the tech into battle suits of her own, Sarandon sends out her henchman, Raoul Trujillo (who I remember from Scanners II) to take Mariduena down using any means to his disposal, even going after his family, which results in tragic consequences. Will Mariduena step up & save the day? Fun through & through w/a healthy foothold in the Latin world will make this story, which is very familiar, come alive which unfortunately due to Warner Bros. Ham-fisted handling of their disavowal of the previous DC output continues to paint audiences perceptions if they should venture out to cinemas to watch these things since their emotional investment can be spent elsewhere which is a shame since this film could've done w/Latin fans what Black Panther did for African American ones. Also starring Elpidia Carrillo as Mariduena's mom, Oscar nominee Adriana Barrazza as his grandmom, Harvey Guillen from What We Do in the Shadows as a techie & George Lopez as the crazy uncle of the family who steals every scene he's in.","
            4/10
            "
"fazetrap-72267","19 August 2023","The movie is a perfect 6/10 star superhero flick. There's nothing new or interesting or anything creative about it. Heard it was originally a Max exclusive. To be honest, wouldn't be surprised if it got dumped there anyway. This is the most Marvel-like DC superhero flick you'll ever see in a while. It doesn't do much new, or even breaks any new ground in the superhero movie genre (not that there's any left to be broken anyway).I did like the family dynamics a little, but if anyone's seen Ms. Marvel of the MCU (that makes like, ten people including me), it will all seem a little too familiar, except this time they are Latino. Some jokes are drawn out a little too much, and just like Marvel, serious moments are diluted with dank jokes that nobody laughs at, except maybe the cast and crew themselves. The villain, was... as expected, forgettable. Makes sense why they didn't feature her prominently in any of the promo or trailers. But hey, when you're making brand-safe superhero movies for kids you gotta draw some lines, I guess.Overall, DC is just a scalding hot mess now, on an uncertain path both creatively and logically. I didn't even try to connect this movie in my head to any of the confusing mess of the DCEU and didn't even bother to use it as a foundation for James Gunn's Universe. If anyone wants, see for what it is and don't take it too seriously. If you don't, fine. The superhero film genre breathed its last on April 26, 2019 anyway.","
            6/10
            "
"tonyshanahan","21 September 2023","The story is absolutely shite sorry. The acting poor The hole thing incoherent. I wish I never watched this movie. I should have baked a cake bad and I would have still ate the cake but I would have not sat through this pile of you know what . I gave it 2 star's only because it wasn't bad on the affects other then that avoid and bake a cake or go out .sorry but bloody terrible.. so hear we are again I prefer short a sweet but need 600 characters to leave a review. So the movie is crap the effects ok and I wish I hadn't bothered watching it. Poor movie making to just release a movie does not work so this is ever bad judgement or money laundering. Because someone should have said no . Crap is crap I've seen better school plays . OK is that anough.","
            2/10
            "
"Park_Min","20 September 2023","I swear Hollywood gave up on the superhero genre and all they produce nowadays turns out to be an underwhelming garbage and this movie is no exception. There were only 2 nice minutes out of the disappointing +2 hours runtime that you may label watchable. The story has nothing interesting going for it, the cast carried an embarrassing underwhelming performance and the characters were as bland and generic as any family superhero movie you can imagine. A superhero movie is nothing without a worthy villain which this obviously didn't have, instead we got a cardboard villain picked up from the nearest dumpster. No matter how you look at it, this is a disappointing superhero/family movie.","
            2/10
            "
"grlym-46849","1 October 2023","I think this is only good if you are a kid.Because not only is this bad but can by the latest marvel movie standard. It is even really bad by DC scale. Which is saying a lot.So much tongue and cheek jokes that never deliver. A painfully slow delivery. It's like a 2 hour movie with 29 minutes if content maximum.Almost zero recognizable actors. Most of the budget was probably on CGI and Susan Sarandon...which probably needed a ton of cgi to look 40 years younger. And she is such an odd choice given she is more a lifetime channel actress. Not a superhero one.Much if this felt like an acting classes improvisation f in the show barry.This was the most painful movie I have had to watch this year. And that is saying a lot given the quality these past couple years in Hollywood.","
            1/10
            "
"emanfernandez-72578","19 September 2023","Very bad acting. Everything is forced. The jokes, the drama the love story. Imagine being sad because she remembered her past and then the boy talks a little then they kiss. So very old style. So not connected. This scenario is very common in low class clubs where there are sad boys or sad girls that gets comforted then gets fkd. Then there is too much shouting in normal conversations like they all want attention.The only thing I like is the fighting graphics. But still the hero is very dramatic and stupd in his decisions.They wasted the potential of the movie. With their budget a high school student can make it better.","
            1/10
            "
"gehete-40949","31 October 2023","One of the many grave sins of hollywood is the marginalization of class struggle. The bud of the joke are most of the time the favorite opressed individuals, immigrants, different religious backgrounds, niche artisans with low income etc. Dc like Disney or Marvel, with executives that are as close to working class struggle as the sun is to the moon love to think of themselves as educators and illuminators when forcing such narratives down the writers and directors throats. So we as the consumer are supposed to get inspired by the very unlikely success stories again shoved down our eyes. It is cheap, it is disingenous and always backwards in any human capacity. So this movie is not different in that sense only with the slight off premise of the social climber becoming a super hero. Stop mass producing backwards narratives please.","
            7/10
            "
"ryanpersaud-59415","24 November 2023","Watching Blue Beetle, I couldn't help but feel that there was absolutely no way this story was going to be continued. Yes, that's because of the impending end of the moribund DCEU, but there's a flash-in-the-pan energy to this movie; the reality is, making a Blue Beetle movie is either an act of supreme confidence (ala Guardians of the Galaxy) or supreme desperation (it's already greenlit, we might as well finish it). I suspect it's the latter.Because Blue Beetle, whilst having some diehard fans, is decidedly D tier in the DC Universe. Personally, I've never really connected with the character, but to be honest, I liked what I saw here. Jaime Reyes (played by Xolo Mariudena) is a likeable, fun protagonist, the sort of old school Spiderman type that DC desperately needs. His family is fun, with George Lopez being the clear highlight, even if the film beats you over the head with the theme of FAMILY more than a Fast & Furious film. It's sweet, but a bit cheesy.The action scenes are surprisingly good (for the most part), with a lot of creative uses of the Blue Beetle's power set. They're easy to comprehend, well choreographed, and you really feel the impact of each hit and punch. Aside from one action scene in particular (outside of Jaime's house), they're well done and memorable.And, I do have to commend the final fight of this film. The film goes in a direction I genuinely didn't expect thematically, and it handles some truly weighty themes. Yes, I know this film is focused on the Mexican-American experience, ""familia,"" and is set in a gorgeous Miami/Los Angeles hybrid (Palmera City is without a doubt the best looking and most memorable city in the DCEU - the Batman's Gotham doesn't count, because that would obviously take the crown).The moment with Raoul Trujillo (he essentially plays the bruiser for Susan Sarandon's um...antagonist, I legitimately forgot her name) basically is revealed to have been a child soldier captured by the U. S. Army and turned into a super soldier is surprisingly powerful. It puts into context what this silly superhero movie is really about: criticizing the long history of U. S. imperialism in Latin America and the exploitative capitalism and white supremacy that entailed. Heavy stuff.However, I'd be lying if I said this film was anything more than a slightly-better-than-expected, yet mostly average superhero romp. The script - outside of some nice moments and funny lines - is pretty awful; it's predictable, basic, and sometimes feels written by an AI. Most of the characters are banal and unmemorable, particularly Jaime's love interest and Susan Sarandon's Victoria Kord. To say Sarandon was definitely miscast in this film would be an understatement. She has no screen presence, feels like she's running through the motions, and is completely forgettable.I also kind of wish the Blue Beetle lore was better explained and that the ""Scarab"" (the device that turns Jaime into the BB) had more of a personality. I think if this film ever got a sequel, they'd focus more on that, but generally...it's a missed opportunity.","
            3/10
            "
"soger","1 October 2023","In one word: pathetic. It's somewhat of a mix of Iron Man, Black Panther, Venom and the story of Cyborg. But none of these films featured a Latino dude so here we go, now we have a Latino one too now. But literally nothing else new. DCEU movies used to be dark but then I guess Warner Brothers saw a little humour adds to the movie so they started doing that too, it kind of worked in other DCEU movies but not in this one, it's not funny it's just plain lame. What's up with the fighter grandma jokes? Oh my god, this movie is so cringe. It used to be Wonder Woman 2 but this is now the worst DCEU movie ever made.","
            1/10
            "
"stan_gee","22 November 2023","From the minds of mortal men, who create super hero characters then don't have a damn clue as to what to do with them. It's sad when the animation version outshines live action. The movie itself was mildly entertaining, and hey, who keeps giving Susan Sarandon jobs???? She should be out trolling for Trump. See where she was dropped by her Management Agency for things she recently said, pitiful. If this is the best Hollywood can come up with, maybe they should have stayed out on strike. If you are reading this for guidance, don't waste your time on this movie it's a another FUBAR from Warner Media and DC Comics. Where's Zach Snyder when you need a good movie.","
            5/10
            "
"reportroyal","18 August 2023","This movie was horrible, I went to the movie with low expectations already but this movie is on a whole other level of disappointment. It's actually the first time that I really thought about standing from my seat and leaving the cinema. It was just boring, a animal documentary is even more exciting than this super hero movie.The reason why I thought about standing up and leaving the cinema it because I saw a lot of people actually leaving, the cinema was packed but at the end of the movie there were only a few people left. I believe a older couple behind me even fell asleep while watching this movie.","
            1/10
            "
"rogerzhou-25642","24 September 2023","This blue beetle is such a moron and that rich girl Jennifer is another moron, and both are bad looking, this movie should be named blue morons. The only delightful characters are the younger sister and the grandma. This movie is too long for 2 hours, this simple kindergarten level movie worth only ticket price for 30mins.This blue beetle is such a moron and that rich girl Jennifer is another moron, and both are bad looking, this movie should be named blue morons. The only delightful characters are the younger sister and the grandma. This movie is too long for 2 hours, this simple kindergarten level movie worth only ticket price for 30mins.","
            5/10
            "
"kosmasp","9 September 2023","No pun intended - and I think that I am not alone in thinking about Cobra Kai. Even if it only is the main actor who plays (one of the) lead(s) in both those things. Xolo - it would not be fair to him to not let him spread his wings - it's called wings on bugs too, right? I actually have no idea - anyway.If you suspend your disbelief and take this with a grain of salt, this can be a lot of fun! There are quite a few super hero tropes and cliches thrown your way. But if you are a cynic, than no superhero movie actually will be able to do the trick for you. Yes beautiful girl, yes pretty boy ... of course they are meant for each other! Every one knows it - except those two. Well for most of the time at least.Also the convenient timing of it all - the villain who seems incapable of ... functioning. But again, all those things - seen before and ""flaws"" that can be detected in every other super hero franchise. Just go with the flow and accept this. CGI is quite neat, music is nice (even though I am surprised they use known English songs but the Spanish versions of them. Also telenovela ... also Lopez! You either find him funny or extremely annoying ... hopefully the former! Otherwise almost the whole movie is ruined. Shame it tanked ... at the box office! Deserved more.","
            1/10
            "
"sally-w","22 September 2023","Catering to every prejudice imaginable - the characters are Mexican (except the girl and she is from Brazil where she would speak portuguese) so they all speak english with weird accents - why would you do that either speak mexican with subtitles (some of it did) or english as they would.A bunch of platitudes (they are undocumented mexicans) the big company is stealing their land and livelihoods.It must be being loved by someone to get that rating however not by me and my friend.There are so many holes in the plot that just don't make sense and are really hard to swallow - grandma really - finding guns someplace.Find something better to go and see and keep this for a night when everyone can watch and talk about the holes in the plot.","
            3/10
            "
"weitzel3","24 August 2023","This is probably the worst movie I've seen, and I watched Winnie the Pooh Blood and Honey.Every character in this movie was terribly written and made the movie worse for being there. The script was horrendous. I hope to never see George Lopez in another movie after this one; I absolutely hated his character. Just terrible. From the super-smart, smart-ass, stupid uncle to the sweet old grandma who led a revolution at the end, and the mother who's only purpose for being in the movie was to support her son for 5 seconds at the very end, everyone sucked. Xolo Mariduena was a good choice for Blue Beetle but he couldn't save this movie from the terrible writing and directing. He was the only actor I didn't loath by the end of the movie.Just awful. The story was incredibly predictable from the first 10 minutes. The directing was terrible. Important or heartfelt scenes fell flat, the jokes never landed, the action was boring. It felt like a knock-off version of Ironman, but not good. I am mad at myself for wasting my time with it.And the worst thing is the studio will try to blame the writers / actors strike for the bad box office. The writers are to blame for the script and story, so they deserve some of the blame. But the movie is going to flop because it is truly terrible.DC has some of the coolest superheroes, but they can't make a movie worth watching. Blue Beetle has so much potential, I wish it had been made by the early marvel studios.","
            1/10
            "
"ceribethlem","21 August 2023","This is the worst film I've seen at the cinema for a long time. The acting was appalling, the characters acted the same regardless of the situation. I've seen sloth exhibit faster changes in expression!I looked up synonymns for bad, and they are all relevant to this! It is unfathomable to me why DC/WB would choose this film to kick start the new James Gunn era.One example is the family would complain about the financial situation they were in, then actively sabotage any attempts to improve that situation!The dialog was ridiculous.The only reason it gets one star is because the special effects were good.","
            1/10
            "
"AngelHonesty","9 October 2023","The movie was so annoying with how little the main guy did. He always needed his family who had no abilities to rescue him. And the parts about him constantly fighting it and trying to ""talk it out"" With the bad guy who is beating his face in... like what?They tried to make the movie funny but it didn't come off right. There was too much talking and not enough action. Too many main leads, it had me asking who was the main character again. It seemed everyone got the same amount of screen time. The love story had no chemistry it felt out of place. The movie quickly got boring. The lead character had nothing memorable about him. He just felt like an average guy. A Mary Sue. There were no flaws. No grit. Not even funny or charming. And why on earth, if you have nothing at all, wouldn't you want the powers?","
            3/10
            "
"bjgannon","20 August 2023","Come on!!!! This is a terribly cliched backstory that uses pedantic, tired generalizations about Mexican Americans, supposing that NONE can ever escape poverty, no matter how much they study or how hard they work. Beyond that horrendously offensive characterization, we have the tired story of the lovelorn, reluctant hero that is unwittingly overtaken by an alien virus to become the hero. Sounds a lot like Venom...Just not as funny and with much poorer acting. The plot is just bad. Susan Sarandon is only slightly believable as an evil mastermind. Xolo is stretched beyond his apparent acting ability. And George Lopez is just George, but with a horrible goatee. 2/3 of the theater walked out of this tragic excuse for a superhero movie. One can only hope that there is no sequel.","
            2/10
            "
"bfinisher","19 August 2023","The story was very odd. I felt like I was watching a Disney channel teenage movie. The action sequences were good. But not good enough to make the movie good. The acting was okay but the script had a lot of goofy comedy. I understand they were trying to push the Spanish-American narrative but they push it down your throat in this movie. Unlike Marvel's Miss marvel which has a religious and cultural element they Don't Force It on you like this movie does. It gets eye rolling at certain points. Overall I would only suggest this movie to someone that had young teenagers that like superhero movies.","
            2/10
            "
"eskimosound","6 October 2023","This is some strange sort of comedy vehicle for George Lopez. It's horrible, really, annoying and pointless. We've seen it done before only a lot better. It's Spider-Man but Beetle -Man. Blue instead of Red. But I cannot stress enough how George Lopez ruins the movie, it's like he hijacks it. But that's not it, it's not an interesting story, the characters are forgettable and like The Flash before it, it's boring. You don't care what happens as you know it's all going to work itself out after a big chase. The wrongs will be righted and we will all go home thinking how we've wasted our money on yet another badly made DC Movie.","
            4/10
            "
"erronvonner","19 September 2023","Plot was trash, writing trash, even the villian was trash lol. Only thing enjoyable about the movie was the execution of the suit. DC really can't get it right these days 🤣. They should stick to animation, cuz this not it.I see why this went to streaming in just 3 weeks of being released in theaters. It's like they didn't even try to make it interesting and you don't get invested in any of the characters. Not to mention the scenes that don't make any sense, but appear to be straight up shortcuts. Felt like I was watching spy kids and the movie was more about the entire family than the blue beetle.","
            5/10
            "
"nellyjk-41092","19 August 2023","Blue Beetle is a modern day equivalent of a blaxploitation film with Mexicans. This revels in the base of stereotypes - the overweight women portraying to be Mexican; the chosen Spanish language and expressions; the attire, the hairstyles and the physical unattractiveness of the ""Mexican"" characters; the Spanish accents although it was indicated the family had been there for years; the references to some of the family having illegal status. My family and I left the movie astounded and sad after seeing the demeaning and inadequate portrayal of the Mexican culture. This is truly shameful and shocking that this is happening in 2023.","
            5/10
            "
"zsbbalitto","21 September 2023","People here say it's one of the best DC movies, probably have never watched the Batman trilogy.To keep it short, this movie is probably one of the worst movies in existence, close to cats.And since I need 600 letters to get this released, I post a recipe for cookies here, because that's way more interesting than reading a review about a movie that doesn't deserve any review because it's so boring, bland, cringe and just bad in every aspect a movie can be bad.150g butter, softened150g soft brown sugar, golden caster sugar, or ideally half of each1 egg1 tsp vanilla extract180-200g plain flour½ tsp baking powder200g chocolate chips or chopped chocolate.1. Mix the butter and sugar together very light and fluffy, then beat in the egg and vanilla. Fold in the flour, baking powder, chocolate and ¼ tsp salt as quickly as you can. Don't overwork the dough.2. leave the mixture overnight: either cover the bowl and chill, or roll the mixture into balls and chill.3. Heat the oven to 180C/160C fan/gas 4 and line two baking sheets with parchment. Divide the mixture into balls, the craggier the balls, the rougher the cookies will look. If you want to give the dough more texture, tear the balls in half and squidge them lightly back together. Space out evenly on the baking sheets, leaving enough space between each to allow for spreading.4. Bake the fresh cookies for 8-10 mins and the chilled ones for 10-12 mins, or until browned and a little crisp at the edges but still very soft in the middle - they will harden a little as they cool. Leave to cool on the tray for a few minutes before eating warm, or transfer to a wire rack to cool completely.Enjoy, at least cookies are enjoyable, unlike this movie.","
            3/10
            "
"stany-2","14 October 2023","WB and DC keep making the same mistake with their superhero films.They seem to go out of their way to ruin things by putting poorly acted, storylines that are only fit for Saturday mattinee for kids.And what happens when they have a winning formula of the right actor (Ben Affleck, Hanry Cavall, Gal Gadot), the right scriptwriting (Man of Steel, Wonder Woman, Batman v Superman), they drop the actors.And what do we get when dealing with vicious killers in a movie like this?No don't kill, I don't kill.Ok, might be ok for a kids show, but this alien tech is a weapon.What's the point?Disappointing is an understatement.WB just don't get it.Hence Marvel/Disney with all their virtue signalling, are still making the big bucks.Because they usually let the characters do their thing (although don't get me started on how they've turned Thor into an simpleton).There's a million and one stories in the comics, yet they persist in rewriting it, and making it into the dross that this film is.This only gets a 3 stars from me because of the CGI.","
            1/10
            "
"bitnicat","22 September 2023","One of the worst Superhero Movies I've seen, With a superhero who not only doesn't deserve the superpowers he's been given, He also doesn't want to be a superhero at all. The script from start to finishis terrible and tries to imitate other Superhero Movies, The family of the ""Hero"" is stupid, loud and completely irresponsible, And we could already see it in the part where they not only pressed him to openthe box but also played with the alien object and threw it to each other. The worst character in the movie besides Jaime himself, Who only God knows why he was chosen as the host by the Beetle, Is hissister Milagro who has no sense of responsibility, Maturity or logic, And made all the possible mistakes. Not to mention the villain who is one of the worst villains I have ever seen, Although the pacifist""Hero"" who is afraid to hurt the villain, And constantly apologizes like a girl with cuckoos for fighting him, Is no less worse than him. And we haven't even talked about the dialogues and the unfunny jokesthroughout the film, Which I stopped dozens of times due to nervousness about the script .In short, This is a bad movie and a waste of more than two hours of time. Believe me, There are much more interesting and important things you can do with this wasted time instead of watching this badmovie, Which I have no idea how it got such a high rating relative to what it's really worth.","
            2/10
            "
"IWasKnownAsThe1SentenceReviewer","7 October 2023","""Set in - while disconnect from"" the DC Universe, please welcome the latest bug in the genre:An over-melodramatic over-complicated way-too-long but oh-so-classic origin story with lots of blue, lots of bugs, lots of tears, lots of screaming and very little surprises...The only positive and interesting part in this here-we-go-again-with-a-new-cheap-superhero (who, just like so many others shares similitudes with - or heavily borrows from - MCU characters: Batman's utility belt, Hank Pym's technology, Spiderman's abilities) is the fact that the new host is a second generation American born in a Mexican family of migrants now living in an area threatened by the global sea level rise (more than Kord - almost Dork read backwards)","
            4/10
            "
"RRiley9945","22 August 2023","I will give you that it is a big plus to have the hero a Mexican. Something definitely different than your other bombastic superhero movies. But it is still bombastic.This is yet another story where you take people off the street and put them in a huge spaceship or hand them a huge gun and somehow they can figure how to use in minutes. No one ever scrambles around looking for the directions.I couldn't figure out who was worse: Susan Sarandon, completely out of her league in this kind of movie or George Lopez who chewed up every scene he was in. Both were awful.Overall the same nonsense that has been done before. Noisy and nonsensical. Not sure how to say that in Spanish.","
            3/10
            "
"alansano","18 August 2023","""Blue Beetle was generic, bland and forgettable. Just by watching the trailer you know beat by beat where this movie is going. Putting that aside I decided to give it a chance. Maybe I'll be surprised, it can do something new and not alot of latin superheroes being represented. Aside from 2 or 3 moments that were enjoyable, everything else was formulaic.""Pros: ""I'm suprised I found any...""
1. ""The family dynamic was good and the scenes with them including the end were good.""
2. ""The villains henchman does something in the end which was redeeming.""
3. ""The color scheme of certain shots looked cool.""Cons: ""There's a lot...""
1. ""Bland, boring action.""
2. ""Bland, generic viilians.""
3. ""Bland, generic superhero origin story.""
4. ""Forgettable superhero score with one beat.""
5. ""Looks like an expensive TV movie.""
6. ""It rips off from other superhero movies.""
7. ""Boring at times.""
8. ""Most of the humor falls flat.""""As for the mid and post credits scene... the mid credits scene sets up a sequel, but the creators need to try making something new for the sequel, if there's gonna be one. The post credits scene you can definitely skip, not even worth waiting for.""""Not recommended viewing at the cinema, just as a rental or if it comes on TV and there's nothing else to watch... even though there is.""Rating: ""2 out 4""","
            7/10
            "
"thePopcornExplorer","20 November 2023","I guess my first question in retrospective is why did I even watch this, I promised myself since the Black Adam disaster I wouldn't see any more DC movies and I still saw this one, I guess since I became a huge fan of the Cobra Kai TV show I was curious to see Xolo on a different role but I will stick to my original promise.There's isn't much to add that wasn't already stated on most of the reviews, it's a basic movie, with the same standard formula of super hero film since the late 2000's, cringe, predictable and with poor dialogue, the acting even from big names like Susan Sarandon was vey off putting, for some reason there are a few dark scenes that don't quite match the overall soft and goofy tone of the film which also felt weird and overall it is a bad flick.I guess it was a good era for super hero fans but all evidence point to a decline of the genre, even Marvel has been having a horrible set of movies and TV shows with one or two exceptions, I feel that this won't happen because money always talks louder but I feel we should move on to the next thing, we ran out of new fresh ideas and are stuck with boring, pointless and superficial stories.I guess the only good thing about this film and the reason I am not rating it lower is some cool scenes of fighting with nice VFX and soundtrack and of course the Spanish-American representation, I am all up for popular flicks to have this diversity and I think Hollywood would do everyone more justice if the stories were actually good.","
            3/10
            "
"arfdawg-1","28 September 2023","I loved comix as a kid. Never heard of the Blue Beetle, but after seeing this flick I was glad about that.OK so this is a Hispanic super hero, which is fine. But the movie is low budget and just dismal.Why couldnt they give it some good special effects?There are some decent moments but not many.The real problem, as I just intimated, is that the budget for this is really, really low. In fact, you can't imagine how minimal DC put money behind this until you see t.And I don't know why.The story would easily go more main streem There was some substance beind this. But there wan't. It's just recycled typical garbage.","
            3/10
            "
"nzrlsyzwn","20 September 2023","The Blue Beetle is a generic action film that fails to stand out from the countless other movies in the genre. The plot is shallow and predictable, with a shallow robotic villain (a blue beetle) for a villain and a generic hero as our protagonist. The CGI and fight scenes are passable, but nothing memorable. The acting is decent, but the dialogue is nothing special. All in all, this is a generic action movie that is watchable, but nothing special. It won't win any awards, but it will provide a bit of entertainment if you're a fan of the genre.Blue Beetle was an awful, generic movie. The acting was wooden, the story was predictable, and the characters completely lacked depth. None of the actors made an effort to make their character believable, and the script was so cliché it could have been written by a child. Moreover, the special effects were so outdated they looked like something out of an old TV show, not a movie. Even the soundtrack was generic and stale. In all, Blue Beetle was a waste of time, and I wouldn't recommend it to anyone.","
            4/10
            "
"jerry-32590","22 November 2023","It's as if the story was written by a 10 year old boy. The plot is super predictable and pretty much just mix and match of other movie story parts. The special effects are just the routine stuff in low budget movies. Acting is probably the worst part. I like the fact a Mexican is the protagonist in this movie, but the juvenile story and poor acting really backfires. After the first 10 minutes of the movie, you already know how it's going to go and end. Many parts of the movie makes no sense at all, like how his uncle is a tech guru and yet the family is completely broke. Also, a very poor family has a high end computer? This movie wants to be iron man or some marvel super hero movie, but failed miserably.","
            3/10
            "
"kengroen-71781","19 August 2023","Maybe focusing more on plot than making political statements could've helped? But that wouldn't make up for the bad acting. George Lopez almost single handedly ruined the movie. The plot holes were as numerous as the empty seats in the theater. The attempts at comedy were terrible misses. I'm assuming it was geared towards a certain audience but I honestly can't think of any demographic that would enjoy this movie in its entirety. The fight sequences were the only saving grace. If you lose a bet and are forced to take your worst enemy to a movie this is the one for you. I'm being overly generous with the 4/10.","
            4/10
            "
