"","title","author","subject","abstract","meta"
"75","Caught in the Game: On the History and Evolution of Web Browser Gaming","Naif Mehanna (CRIStAL, CNRS, SPIRALS), Walter Rudametkin (UR, IUF, CNRS, IRISA, DiverSe)","Computers and Society (cs.CY)","Web browsers have come a long way since their inception, evolving from a simple means of displaying text documents over the network to complex software stacks with advanced graphics and network capabilities. As personal computers grew in popularity, developers jumped at the opportunity to deploy cross-platform games with centralized management and a low barrier to entry. Simply going to the right address is now enough to start a game. From text-based to GPU-powered 3D games, browser gaming has evolved to become a strong alternative to traditional console and mobile-based gaming, targeting both casual and advanced gamers. Browser technology has also evolved to accommodate more demanding applications, sometimes even supplanting functions typically left to the operating system. Today, websites display rich, computationally intensive, hardware-accelerated graphics, allowing developers to build ever-more impressive applications and this http URL this paper, we present the evolution of browser gaming and the technologies that enabled it, from the release of the first text-based games in the early 1990s to current open-world and game-engine-powered browser games. We discuss the societal impact of browser gaming and how it has allowed a new target audience to accessdigital gaming. Finally, we review the potential future evolution ofthe browser gaming industry.","Fri, 28 Apr 2023 12:02:16 UTC (4,102 KB)"
"76","CrowdCache: A Decentralized Game-Theoretic Framework for Mobile Edge Content Sharing","Duong Thuy Anh Nguyen, Jiaming Cheng, Duong Tung Nguyen, Angelia Nedich","Computer Science and Game Theory (cs.GT)","Mobile edge computing (MEC) is a promising solution for enhancing the user experience, minimizing content delivery expenses, and reducing backhaul traffic. In this paper, we propose a novel privacy-preserving decentralized game-theoretic framework for resource crowdsourcing in MEC. Our framework models the interactions between a content provider (CP) and multiple mobile edge device users (MEDs) as a non-cooperative game, in which MEDs offer idle storage resources for content caching in exchange for rewards. We introduce efficient decentralized gradient play algorithms for Nash equilibrium (NE) computation by exchanging local information among neighboring MEDs only, thus preventing attackers from learning users' private information. The key challenge in designing such algorithms is that communication among MEDs is not fixed and is facilitated by a sequence of undirected time-varying graphs. Our approach achieves linear convergence to the NE without imposing any assumptions on the values of parameters in the local objective functions, such as requiring strong monotonicity to be stronger than its dependence on other MEDs' actions, which is commonly required in existing literature when the graph is directed time-varying. Extensive simulations demonstrate the effectiveness of our approach in achieving efficient resource outsourcing decisions while preserving the privacy of the edge devices.","Wed, 26 Apr 2023 02:29:35 UTC (6,865 KB)"
"77","IMUPoser: Full-Body Pose Estimation using IMUs in Phones, Watches, and Earbuds","Vimal Mollyn, Riku Arakawa, Mayank Goel, Chris Harrison, Karan Ahuja","Human-Computer Interaction (cs.HC)","Tracking body pose on-the-go could have powerful uses in fitness, mobile gaming, context-aware virtual assistants, and rehabilitation. However, users are unlikely to buy and wear special suits or sensor arrays to achieve this end. Instead, in this work, we explore the feasibility of estimating body pose using IMUs already in devices that many users own -- namely smartphones, smartwatches, and earbuds. This approach has several challenges, including noisy data from low-cost commodity IMUs, and the fact that the number of instrumentation points on a users body is both sparse and in flux. Our pipeline receives whatever subset of IMU data is available, potentially from just a single device, and produces a best-guess pose. To evaluate our model, we created the IMUPoser Dataset, collected from 10 participants wearing or holding off-the-shelf consumer devices and across a variety of activity contexts. We provide a comprehensive evaluation of our system, benchmarking it on both our own and existing IMU datasets.","Tue, 25 Apr 2023 02:13:24 UTC (13,209 KB)"
"78","Proof-of-Turn: Blockchain consensus using a round-robin procedure as one possible solution for cutting costs in mobile games","Dominik Braun","Distributed, Parallel, and Cluster Computing (cs.DC)","This master thesis deals with Blockchain Technology in mobile turn based peer to peer games. First, it investigates the capabilities of Blockchain Technology to be used for gaming applications. In this regard, among others, Proof-of-Mechanisms, Vote-based Consensus and several Performance Improvements are described. Second, several smart contracts are introduced to show the general feasibility of turn based games hosted on Blockchain Technology. More specific, Hidden transactions, Randomization, Piles of Cards, Fog of War elements, Data allocation improvements and other smart contracts are specified. Third, a special Proof-of-Turn consensus mechanism, based on the Blockchain Technology, is defined to enable game publishers to cut costs in the means of their provided game servers. Herein, Byzantine Fault Tolerance, Peering, the CAP Theorem, Interoperability among other characteristics are covered. Last, these measures shall additionally raise the trust level among the players in mobile turn based games.","Fri, 14 Apr 2023 20:34:50 UTC (10,463 KB)"
"79","MHfit: Mobile Health Data for Predicting Athletics Fitness Using Machine Learning","Jonayet Miah, Muntasir Mamun, Md Minhazur Rahman, Md Ishtyaq Mahmud, Sabbir Ahmed, Md Hasan Bin Nasir","Machine Learning (cs.LG)","Mobile phones and other electronic gadgets or devices have aided in collecting data without the need for data entry. This paper will specifically focus on Mobile health data. Mobile health data use mobile devices to gather clinical health data and track patient vitals in real-time. Our study is aimed to give decisions for small or big sports teams on whether one athlete good fit or not for a particular game with the compare several machine learning algorithms to predict human behavior and health using the data collected from mobile devices and sensors placed on patients. In this study, we have obtained the dataset from a similar study done on mhealth. The dataset contains vital signs recordings of ten volunteers from different backgrounds. They had to perform several physical activities with a sensor placed on their bodies. Our study used 5 machine learning algorithms (XGBoost, Naive Bayes, Decision Tree, Random Forest, and Logistic Regression) to analyze and predict human health behavior. XGBoost performed better compared to the other machine learning algorithms and achieved 95.2% accuracy, 99.5% in sensitivity, 99.5% in specificity, and 99.66% in F1 score. Our research indicated a promising future in mhealth being used to predict human behavior and further research and exploration need to be done for it to be available for commercial use specifically in the sports industry.","Mon, 10 Apr 2023 19:53:03 UTC (331 KB)[v2] Wed, 26 Apr 2023 17:11:22 UTC (331 KB)"
"80","Gotta Assess `Em All: A Risk Analysis of Criminal Offenses Facilitated through PokemonGO","Ashly Fuller, Martin Lo, Angelica Holmes, Lu Lemanski, Marie Vasek, Enrico Mariconti","Human-Computer Interaction (cs.HC)","Location-based games have come to the forefront of popularity in casual and mobile gaming over the past six years. However, there is no hard data on crimes that these games enable, ranging from assault to cyberstalking to grooming. Given these potential harms, we conduct a risk assessment and quasi-experiment on the game features of location-based games. Using PokemonGO as a case study, we identify and establish cyber-enabled stalking as the main risk event where in-game features such as an innocent function to share in-game postcards can be exploited by malicious users. Users obtain postcards that are unique to each Pokestop and represent gifts that can be shared with in-game friends. The number of postcards that each user can retain is limited, so they send the excess to their friends with items that boost their friends' game activities. The postcard often also unintentionally leaks the users' commonly visited locations to their in-game friends. We analyze these in-game features using risk assessment and identify cyber-enabled stalking as one of the main threats. We further evaluate the feasibility of this crime through a quasi-experiment. Our results show that participants' routine locations such as home and work can be reliably re-identified within days from the first gift exchange. This exploitation of a previously unconsidered in-game feature enables physical stalking of previously unknown persons which can escalate into more serious crimes. Given current data protection legislation in Europe, further preventive measures are required by Niantic to protect pseudonymized users from being re-identified by in-game features and (potentially) stalked.","Thu, 6 Apr 2023 09:22:25 UTC (9,146 KB)"
"81","Coordinated Defense Allocation in Reach-Avoid Scenarios with Efficient Online Optimization","Junwei Liu, Zikai Ouyang, Jiahui Yang, Hua Chen, Haibo Lu, Wei Zhang","Robotics (cs.RO)","In this paper, we present a dual-layer online optimization strategy for defender robots operating in multiplayer reach-avoid games within general convex environments. Our goal is to intercept as many attacker robots as possible without prior knowledge of their strategies. To balance optimality and efficiency, our approach alternates between coordinating defender coalitions against individual attackers and allocating coalitions to attackers based on predicted single-attack coordination outcomes. We develop an online convex programming technique for single-attack defense coordination, which not only allows adaptability to joint states but also identifies the maximal region of initial joint states that guarantees successful attack interception. Our defense allocation algorithm utilizes a hierarchical iterative method to approximate integer linear programs with a monotonicity constraint, reducing computational burden while ensuring enhanced defense performance over time. Extensive simulations conducted in 2D and 3D environments validate the efficacy of our approach in comparison to state-of-the-art approaches, and show its applicability in wheeled mobile robots and quadcopters.","Sat, 1 Apr 2023 05:43:04 UTC (12,696 KB)[v2] Sat, 3 Jun 2023 02:39:16 UTC (10,083 KB)"
"82","Modeling Travel Behavior in Mobility Systems with an Atomic Routing Game and Prospect Theory","Ioannis Vasileios Chremos, Heeseung Bang, Aditya Dave, Viet-Anh Le, Andreas A. Malikopoulos","Systems and Control (eess.SY)","In this paper, we present a game-theoretic modeling framework for studying the travel behavior in mobility systems, by incorporating prospect theory. As part of our motivation, we conducted an experiment in a scaled smart city to investigate the frequency of errors in actual and perceived probabilities of a highway route under free flow conditions. Based on these findings, we provide a game that captures how travelers distribute their traffic flows in a transportation network with splittable traffic, utilizing the Bureau of Public Roads function to establish the relationship between traffic flow and travel time cost. Given the inherent non-linearities, we propose a smooth approximation function that helps us estimate the prospect-theoretic cost functions. As part of our analysis, we characterize the best-fit parameters and derive an upper bound for the error. We then show a Nash Equilibrium existence. Finally, we present a numerical example and simulations to verify the theoretical results and demonstrate the effectiveness of our approximation.","Fri, 31 Mar 2023 03:25:08 UTC (170 KB)"
"83","Urgency-aware Routing in Single Origin-destination Itineraries through Artificial Currencies","Leonardo Pedroso, W.P.M.H. Heemels, Mauro Salazar","Systems and Control (eess.SY)","Within mobility systems, the presence of self-interested users can lead to aggregate routing patterns that are far from the societal optimum which could be achieved by centrally controlling the users' choices. In this paper, we design a fair incentive mechanism to steer the selfish behavior of the users to align with the societally optimal aggregate routing. The proposed mechanism is based on an artificial currency that cannot be traded or bought, but only spent or received when traveling. Specifically, we consider a parallel-arc network with a single origin and destination node within a repeated game setting whereby each user chooses from one of the available arcs to reach their destination on a daily basis. In this framework, taking faster routes comes at a cost, whereas taking slower routes is incentivized by a reward. The users are thus playing against their future selves when choosing their present actions. To capture this complex behavior, we assume the users to be rational and to minimize an urgency-weighted combination of their immediate and future discomfort. To design the optimal pricing, we first derive a closed-form expression for the best individual response strategy. Second, we formulate the pricing design problem for each arc to achieve the societally optimal aggregate flows, and reformulate it so that it can be solved with gradient-free optimization methods. Our numerical simulations show that it is possible to achieve a near-optimal routing whilst significantly reducing the users' perceived discomfort when compared to a centralized optimal but urgency-unaware policy.","Wed, 29 Mar 2023 18:06:47 UTC (774 KB)"
"84","Efficient LOS Channel Estimation for RIS-Aided Communications Under Non-Stationary Mobility","Mehdi Haghshenas, Parisa Ramezani, Emil Björnson","Signal Processing (eess.SP)","Reconfigurable intelligent surface (RIS) is a newly-emerged technology that, with its unique features, is considered to be a game changer for future wireless networks. Channel estimation is one of the most critical challenges for the realization of RIS-assisted communications. Non-parametric channel estimation techniques are inefficient due to the huge pilot dimensionality that stems from the large number of RIS elements. The challenge becomes more serious if we consider the mobility of the users where the channel needs to be re-estimated whenever the user moves to a new location. This paper develops a novel maximum likelihood estimator (MLE) for jointly estimating the line-of-sight (LOS) channel from the user to the RIS and the direct channel between the user and the base station. By smartly refining the RIS configuration during the channel estimation procedure, we show that the channels can be accurately estimated with only a few pilot transmissions -- much fewer than the number of RIS elements. The proposed scheme is also shown to be capable of effectively tracking the channel when the user moves around in a continuous but non-stationary manner with varying LOS angles.","Wed, 29 Mar 2023 09:12:03 UTC (245 KB)"
"85","Searching a Tree with Signals: Routing Mobile Sensors for Targets Emitting Radiation, Chemicals or Scents","Steve Alpern, Thomas Lidbetter","Discrete Mathematics (cs.DM)","Adversarial search of a network for an immobile Hider (or target) was introduced and solved for rooted trees by Gal (1979). In this zero-sum game, a Hider picks a point to hide on the tree and a Searcher picks a unit speed trajectory starting at the root. The payoff (to the Hider) is the search time. In Gal's model (and many subsequent investigations), the Searcher receives no additional information after the Hider chooses his location. In reality, the Searcher will often receive such locational information. For homeland security, mobile sensors on vehicles have been used to locate radioactive material stashed in an urban environment. In a military setting, mobile sensors can detect chemical signatures from land mines. In predator-prey search, the predator often has specially attuned senses (hearing for wolves, vision for eagles, smell for dogs, sonar for bats, pressure sensors for sharks) that may help it locate the prey. How can such noisy locational information be used by the Searcher to modify her route? We model such information as signals which indicate which of two branches of a binary tree should be searched first, where the signal has a known accuracy p<1. Our solution calculates which branch (at every branch node) is favored, meaning it should always be searched first when the signal is in that direction. When the signal is in the other direction, we calculate the probability the signal should be followed. Compared to the optimal Hider strategy in the classic search game of Gal, the Hider's optimal distribution for this model is more skewed towards leaf nodes that are further from the root.","Thu, 23 Mar 2023 15:47:20 UTC (69 KB)"
"86","Mobility restrictions in response to local epidemic outbreaks in rock-paper-scissors models","J. Menezes","Populations and Evolution (q-bio.PE)","We study a three-species cyclic model whose organisms are vulnerable to contamination with an infectious disease which propagates person-to-person. We consider that individuals of one species perform an evolutionary self-preservation strategy by reducing the mobility rate to minimise infection risk whenever an epidemic outbreak reaches the neighbourhood. Running stochastic simulations, we quantify the changes in spatial patterns induced by unevenness in the cyclic game introduced by the mobility restriction strategy of organisms of one out of the species. Our findings show that variations in disease virulence impact the benefits of dispersal limitation reaction, with the relative reduction of the organisms' infection risk accentuating in surges of less contagious or deadlier diseases. The effectiveness of the mobility restriction tactic depends on the tolerable fraction of infected neighbours used as a trigger of the defensive strategy and the deceleration level. If each organism promptly reacts to the arrival of the first viral vectors in its surroundings with strict mobility reduction, contamination risk decreases significantly. Our conclusions may help biologists understand the impact of evolutionary defensive strategies in ecosystems during an epidemic.","Sun, 19 Mar 2023 17:43:28 UTC (3,423 KB)"
"87","Play to Earn in the Metaverse with Mobile Edge Computing over Wireless Networks: A Deep Reinforcement Learning Approach","Terence Jie Chua, Wenhan Yu, Jun Zhao","Networking and Internet Architecture (cs.NI)","The Metaverse play-to-earn games have been gaining popularity as they enable players to earn in-game tokens which can be translated to real-world profits. With the advancements in augmented reality (AR) technologies, users can play AR games in the Metaverse. However, these high-resolution games are compute-intensive, and in-game graphical scenes need to be offloaded from mobile devices to an edge server for computation. In this work, we consider an optimization problem where the Metaverse Service Provider (MSP)'s objective is to reduce downlink transmission latency of in-game graphics, the latency of uplink data transmission, and the worst-case (greatest) battery charge expenditure of user equipments (UEs), while maximizing the worst-case (lowest) UE resolution-influenced in-game earning potential through optimizing the downlink UE-Metaverse Base Station (UE-MBS) assignment and the uplink transmission power selection. The downlink and uplink transmissions are then executed asynchronously. We propose a multi-agent, loss-sharing (MALS) reinforcement learning model to tackle the asynchronous and asymmetric problem. We then compare the MALS model with other baseline models and show its superiority over other methods. Finally, we conduct multi-variable optimization weighting analyses and show the viability of using our proposed MALS algorithm to tackle joint optimization problems.","Sat, 18 Mar 2023 00:06:04 UTC (27,485 KB)[v2] Wed, 28 Feb 2024 13:16:42 UTC (31,659 KB)"
"88","Not Seen, Not Heard in the Digital World! Measuring Privacy Practices in Children's Apps","Ruoxi Sun, Minhui Xue, Gareth Tyson, Shuo Wang, Seyit Camtepe, Surya Nepal","Cryptography and Security (cs.CR)","The digital age has brought a world of opportunity to children. Connectivity can be a game-changer for some of the world's most marginalized children. However, while legislatures around the world have enacted regulations to protect children's online privacy, and app stores have instituted various protections, privacy in mobile apps remains a growing concern for parents and wider society. In this paper, we explore the potential privacy issues and threats that exist in these apps. We investigate 20,195 mobile apps from the Google Play store that are designed particularly for children (Family apps) or include children in their target user groups (Normal apps). Using both static and dynamic analysis, we find that 4.47% of Family apps request location permissions, even though collecting location information from children is forbidden by the Play store, and 81.25% of Family apps use trackers (which are not allowed in children's apps). Even major developers with 40+ kids apps on the Play store use ad trackers. Furthermore, we find that most permission request notifications are not well designed for children, and 19.25% apps have inconsistent content age ratings across the different protection authorities. Our findings suggest that, despite significant attention to children's privacy, a large gap between regulatory provisions, app store policies, and actual development practices exist. Our research sheds light for government policymakers, app stores, and developers.","Thu, 16 Mar 2023 00:44:47 UTC (3,049 KB)"
"89","Computational bounds for the 2048 game","Alexey Slizkov","Data Structures and Algorithms (cs.DS)","2048 is a single player video game, played by millions mostly on mobile devices. We prove rigorously for the first time that there is an algorithm with winning probability at least 0.99969, and that there is a strategy for achieving the 256 tile guaranteed (with probability 1).","Thu, 9 Mar 2023 19:31:57 UTC (255 KB)"
"90","A Multi-Modal Simulation Framework to Enable Digital Twin-based V2X Communications in Dynamic Environments","Lorenzo Cazzella, Francesco Linsalata, Maurizio Magarini, Matteo Matteucci, Umberto Spagnolini","Signal Processing (eess.SP)","Digital Twins (DTs) for physical wireless environments have been recently proposed as accurate virtual representations of the propagation environment that can enable multi-layer decisions at the physical communication equipment. At high frequency bands, DTs can help to overcome the challenges emerging in the high mobility conditions featuring vehicular environments. In this paper, we propose a novel data-driven workflow for the creation of the DT of a Vehicle-to-Everything (V2X) communication scenario and a multi-modal simulation framework for the generation of realistic sensor data and accurate mmWave/sub-THz wireless channels. The proposed method leverages an automotive simulation and testing framework based on the Unreal Engine game engine and an accurate ray-tracing channel simulator. Simulations over an urban scenario show the achievable realistic sensor and channel modelling both at the infrastructure and at an ego-vehicle.","Mon, 13 Mar 2023 09:31:20 UTC (10,197 KB)[v2] Mon, 3 Apr 2023 14:46:32 UTC (7,020 KB)"
"91","Fairness-driven Skilled Task Assignment with Extra Budget in Spatial Crowdsourcing","Yunjun Zhou, Shuhan Wan, Detian Zhang, Shiting Wen","Databases (cs.DB)","With the prevalence of mobile devices and ubiquitous wireless networks, spatial crowdsourcing has attracted much attention from both academic and industry communities. On spatial crowdsourcing platforms, task requesters can publish spatial tasks and workers need to move to destinations to perform them. In this paper, we formally define the Skilled Task Assignment with Extra Budget (STAEB), which aims to maximize total platform revenue and achieve fairness for workers and task requesters. In the STAEB problem, the complex task needs more than one worker to satisfy its skill requirement and has the extra budget to subsidize extra travel cost of workers to attract more workers. We prove that the STAEB problem is NP-complete. Therefore, two approximation algorithms are proposed to solve it, including a greedy approach and a game-theoretic approach. Extensive experiments on both real and synthetic datasets demonstrate the efficiency and effectiveness of our proposed approaches.","Wed, 8 Mar 2023 14:46:09 UTC (3,954 KB)"
"92","QuickSRNet: Plain Single-Image Super-Resolution Architecture for Faster Inference on Mobile Platforms","Guillaume Berger, Manik Dhingra, Antoine Mercier, Yashesh Savani, Sunny Panchal, Fatih Porikli","Image and Video Processing (eess.IV)","In this work, we present QuickSRNet, an efficient super-resolution architecture for real-time applications on mobile platforms. Super-resolution clarifies, sharpens, and upscales an image to higher resolution. Applications such as gaming and video playback along with the ever-improving display capabilities of TVs, smartphones, and VR headsets are driving the need for efficient upscaling solutions. While existing deep learning-based super-resolution approaches achieve impressive results in terms of visual quality, enabling real-time DL-based super-resolution on mobile devices with compute, thermal, and power constraints is challenging. To address these challenges, we propose QuickSRNet, a simple yet effective architecture that provides better accuracy-to-latency trade-offs than existing neural architectures for single-image super resolution. We present training tricks to speed up existing residual-based super-resolution architectures while maintaining robustness to quantization. Our proposed architecture produces 1080p outputs via 2x upscaling in 2.2 ms on a modern smartphone, making it ideal for high-fps real-time applications.","Wed, 8 Mar 2023 02:19:54 UTC (18,734 KB)[v2] Sun, 14 May 2023 19:03:51 UTC (18,531 KB)"
"93","Trade-off between reproduction and mobility prolongs organisms' survival in rock-paper-scissors models","J. Menezes, E. Rangel","Populations and Evolution (q-bio.PE)","We study the spatial rock-paper-scissors model, where resource competitors' cyclic dominance impacts organisms' energy levels. Our model assumes that failed selection interactions can lead to energy loss, reducing the chances of success in the spatial game and hastening decline. To prevent death by energy insufficiency, organisms of one out of the species strategically perform a trade-off between reproduction and mobility. When prioritising exploring more extensive areas, organisms aim to maximise the chances of acquiring resources to regain high energy levels. Through simulation, we examine the effect of survival behaviour on species segregation and spatial patterns. Our outcomes show that the trade-off between offspring generation and accelerated movement effectively protects individuals from death due to lack of energy. Moreover, the risk of being eliminated by an enemy in the cyclic game reduces due to the behavioural strategy. Considering a three-state model, we quantify how the trade-off parameter controls the organisms' energy recovery. Computing the median organisms' survival time, we find that although individuals performing the trade-off strategy may live longer, the organisms of other species are negatively affected by a life expectancy reduction. Our research may elucidate the role of adaptive survival strategies in species persistence and provide valuable insights for ecologists.","Sun, 26 Feb 2023 18:59:38 UTC (2,000 KB)"
"94","ARIS: An open source platform for developing mobile learning experiences","David J. Gagnon","Computers and Society (cs.CY)","Inspired by mobile, Internet enabled computing and the maturing field of educational game design, the ARIS project has designed an open source tool for rapidly producing locative, interactive, narrative-centric, educational experiences. In addition to the software, the project contributes a global community of active designers and a growing set of compelling mechanics for learners in such designs.","Wed, 15 Feb 2023 15:55:21 UTC (1,534 KB)"
"95","Graph Attention Multi-Agent Fleet Autonomy for Advanced Air Mobility","Malintha Fernando, Ransalu Senanayake, Heeyoul Choi, Martin Swany","Robotics (cs.RO)","Autonomous mobility is emerging as a new disruptive mode of urban transportation for moving cargo and passengers. However, designing scalable autonomous fleet coordination schemes to accommodate fast-growing mobility systems is challenging primarily due to the increasing heterogeneity of the fleets, time-varying demand patterns, service area expansions, and communication limitations. We introduce the concept of partially observable advanced air mobility games to coordinate a fleet of aerial vehicles by accounting for the heterogeneity of the interacting agents and the self-interested nature inherent to commercial mobility fleets. To model the complex interactions among the agents and the observation uncertainty in the mobility networks, we propose a novel heterogeneous graph attention encoder-decoder (HetGAT Enc-Dec) neural network-based stochastic policy. We train the policy by leveraging deep multi-agent reinforcement learning, allowing decentralized decision-making for the agents using their local observations. Through extensive experimentation, we show that the learned policy generalizes to various fleet compositions, demand patterns, and observation topologies. Further, fleets operating under the HetGAT Enc-Dec policy outperform other state-of-the-art graph neural network policies by achieving the highest fleet reward and fulfillment ratios in on-demand mobility networks.","Tue, 14 Feb 2023 20:48:00 UTC (1,456 KB)[v2] Thu, 16 Feb 2023 18:09:30 UTC (1,456 KB)[v3] Tue, 1 Aug 2023 19:36:57 UTC (3,608 KB)"
"96","NeuronsGym: A Hybrid Framework and Benchmark for Robot Tasks with Sim2Real Policy Learning","Li Haoran, Liu Shasha, Ma Mingjun, Hu Guangzheng, Chen Yaran, Zhao Dongbin","Robotics (cs.RO)","The rise of embodied AI has greatly improved the possibility of general mobile agent systems. At present, many evaluation platforms with rich scenes, high visual fidelity and various application scenarios have been developed. In this paper, we present a hybrid framework named NeuronsGym that can be used for policy learning of robot tasks, covering a simulation platform for training policy, and a physical system for studying sim2real problems. Unlike most current single-task, slow-moving robotic platforms, our framework provides agile physical robots with a wider range of speeds, and can be employed to train robotic navigation and confrontation policies. At the same time, in order to evaluate the safety of robot navigation, we propose a safety-weighted path length (SFPL) to improve the safety evaluation in the current mobile robot navigation. Based on this platform, we build a new benchmark for navigation and confrontation tasks under this platform by comparing the current mainstream sim2real methods, and hold the 2022 IEEE Conference on Games (CoG) RoboMaster sim2real challenge. We release the codes of this framework\footnote{\url{this https URL}} and hope that this platform can promote the development of more flexible and agile general mobile agent algorithms.","Tue, 7 Feb 2023 10:45:20 UTC (11,690 KB)"
"97","Towards a User Privacy-Aware Mobile Gaming App Installation Prediction Model","Ido Zehori, Nevo Itzhak, Yuval Shahar, Mia Dor Schiller","Machine Learning (cs.LG)","Over the past decade, programmatic advertising has received a great deal of attention in the online advertising industry. A real-time bidding (RTB) system is rapidly becoming the most popular method to buy and sell online advertising impressions. Within the RTB system, demand-side platforms (DSP) aim to spend advertisers' campaign budgets efficiently while maximizing profit, seeking impressions that result in high user responses, such as clicks or installs. In the current study, we investigate the process of predicting a mobile gaming app installation from the point of view of a particular DSP, while paying attention to user privacy, and exploring the trade-off between privacy preservation and model performance. There are multiple levels of potential threats to user privacy, depending on the privacy leaks associated with the data-sharing process, such as data transformation or de-anonymization. To address these concerns, privacy-preserving techniques were proposed, such as cryptographic approaches, for training privacy-aware machine-learning models. However, the ability to train a mobile gaming app installation prediction model without using user-level data, can prevent these threats and protect the users' privacy, even though the model's ability to predict may be impaired. Additionally, current laws might force companies to declare that they are collecting data, and might even give the user the option to opt out of such data collection, which might threaten companies' business models in digital advertising, which are dependent on the collection and use of user-level data. We conclude that privacy-aware models might still preserve significant capabilities, enabling companies to make better decisions, dependent on the privacy-efficacy trade-off utility function of each case.","Tue, 7 Feb 2023 09:14:59 UTC (710 KB)[v2] Tue, 28 Mar 2023 08:09:27 UTC (711 KB)"
"98","Exploiting Out-of-band Motion Sensor Data to De-anonymize Virtual Reality Users","Mohd Sabra, Nisha Vinayaga Sureshkanth, Ari Sharma, Anindya Maiti, Murtuza Jadliwala","Cryptography and Security (cs.CR)","Virtual Reality (VR) is an exciting new consumer technology which offers an immersive audio-visual experience to users through which they can navigate and interact with a digitally represented 3D space (i.e., a virtual world) using a headset device. By (visually) transporting users from the real or physical world to exciting and realistic virtual spaces, VR systems can enable true-to-life and more interactive versions of traditional applications such as gaming, remote conferencing, social networking and virtual tourism. However, as with any new consumer technology, VR applications also present significant user-privacy challenges. This paper studies a new type of privacy attack targeting VR users by connecting their activities visible in the virtual world (enabled by some VR application/service) to their physical state sensed in the real world. Specifically, this paper analyzes the feasibility of carrying out a de-anonymization or identification attack on VR users by correlating visually observed movements of users' avatars in the virtual world with some auxiliary data (e.g., motion sensor data from mobile/wearable devices held by users) representing their context/state in the physical world. To enable this attack, this paper proposes a novel framework which first employs a learning-based activity classification approach to translate the disparate visual movement data and motion sensor data into an activity-vector to ease comparison, followed by a filtering and identity ranking phase outputting an ordered list of potential identities corresponding to the target visual movement data. Extensive empirical evaluation of the proposed framework, under a comprehensive set of experimental settings, demonstrates the feasibility of such a de-anonymization attack.","Sun, 22 Jan 2023 02:50:05 UTC (6,566 KB)"
"99","Compression of GPS Trajectories using Autoencoders","Michael Kölle, Steffen Illium, Carsten Hahn, Lorenz Schauer, Johannes Hutter, Claudia Linnhoff-Popien","Machine Learning (cs.LG)","The ubiquitous availability of mobile devices capable of location tracking led to a significant rise in the collection of GPS data. Several compression methods have been developed in order to reduce the amount of storage needed while keeping the important information. In this paper, we present an lstm-autoencoder based approach in order to compress and reconstruct GPS trajectories, which is evaluated on both a gaming and real-world dataset. We consider various compression ratios and trajectory lengths. The performance is compared to other trajectory compression algorithms, i.e., Douglas-Peucker. Overall, the results indicate that our approach outperforms Douglas-Peucker significantly in terms of the discrete Fréchet distance and dynamic time warping. Furthermore, by reconstructing every point lossy, the proposed methodology offers multiple advantages over traditional methods.","Wed, 18 Jan 2023 10:32:53 UTC (11,197 KB)"
"100","Regulating For-Hire Autonomous Vehicles for An Equitable Multimodal Transportation Network","Jing Gao, Sen Li","Optimization and Control (math.OC)","This paper assesses the equity impacts of for-hire autonomous vehicles (AVs) and investigates regulatory policies that promote spatial and social equity in future autonomous mobility ecosystems. To this end, we consider a multimodal transportation network, where a ride-hailing platform operates a fleet of AVs to offer mobility-on-demand services in competition with a public transit agency that offers transit services on a transportation network. A game-theoretic model is developed to characterize the intimate interactions between the ride-hailing platform, the transit agency, and multiclass passengers with distinct income levels. An algorithm is proposed to compute the Nash equilibrium of the game and conduct an ex-post evaluation of the performance of the obtained solution. Based on the proposed framework, we evaluate the spatial and social equity in transport accessibility using the Theil index, and find that although the proliferation of for-hire AVs in the ride-hailing network improves overall accessibility, the benefits are not fairly distributed among distinct locations or population groups, implying that the deployment of AVs will enlarge the existing spatial and social inequity gaps in the transportation network if no regulatory intervention is in place. To address this concern, we investigate two regulatory policies that can improve transport equity: (a) a minimum service-level requirement on ride-hailing services, which improves the spatial equity in the transport network; (b) a subsidy on transit services by taxing ride-hailing services, which promotes the use of public transit and improves the spatial and social equity of the transport network. We show that the minimum service-level requirement entails a trade-off: as a higher minimum service level is imposed, the spatial inequity reduces, but the social inequity will be exacerbated. On the other hand ...","Sat, 14 Jan 2023 00:56:01 UTC (1,784 KB)[v2] Mon, 30 Oct 2023 04:07:11 UTC (2,529 KB)"
